CFRTest 294 0.0228511002 0.2376005542 0.0228621363 0.2376405667 0.483 0.514
CFRTest 295 0.0227739005 0.2367978497 0.0227848994 0.2368377269 0.481 0.516
CFRTest 296 0.0226972207 0.2360005505 0.0227081826 0.2360402935 0.479 0.518
CFRTest 297 0.0226210555 0.2352086023 0.0226319806 0.2352482120 0.478 0.519
CFRTest 298 0.0225453998 0.2344219515 0.0225562884 0.2344614286 0.476 0.521
CFRTest 299 0.0224702485 0.2336405450 0.0224811007 0.2336798906 0.474 0.522
CFRTest 300 0.0223955965 0.2328643306 0.0224064127 0.2329035454 0.473 0.524
CFRTest 301 0.0223214389 0.2320932566 0.0223322193 0.2321323416 0.471 0.526
CFRTest 302 0.0222477708 0.2313272723 0.0222585156 0.2313662283 0.470 0.527
CFRTest 303 0.0221745873 0.2305663273 0.0221852968 0.2306051551 0.468 0.529
CFRTest 304 0.0221018838 0.2298103721 0.0221125581 0.2298490727 0.467 0.530
CFRTest 305 0.0220296554 0.2290593578 0.0220402948 0.2290979319 0.465 0.532
CFRTest 306 0.0219578975 0.2283132361 0.0219685023 0.2283516846 0.464 0.533
CFRTest 307 0.0218866057 0.2275719594 0.0218971760 0.2276102830 0.462 0.535
CFRTest 308 0.0218157752 0.2268354806 0.0218263114 0.2268736801 0.461 0.536
CFRTest 309 0.0217454018 0.2261037532 0.0217559039 0.2261418296 0.459 0.538
CFRTest 310 0.0216754809 0.2253767315 0.0216859493 0.2254146854 0.458 0.539
CFRTest 311 0.0216060082 0.2246543702 0.0216164430 0.2246922025 0.456 0.541
CFRTest 312 0.0215369794 0.2239366246 0.0215473809 0.2239743360 0.455 0.542
CFRTest 313 0.0214683903 0.2232234506 0.0214787587 0.2234137517 0.453 0.544
CFRTest 314 0.0214002367 0.2254995030 0.0214105721 0.2258791049 0.452 0.545
CFRTest 315 0.0213325144 0.2279504539 0.0213428171 0.2283288545 0.451 0.547
CFRTest 316 0.0212652194 0.2303859414 0.0212754896 0.2307631484 0.449 0.548
CFRTest 317 0.0211983476 0.2328061114 0.0212085856 0.2331821322 0.448 0.549
CFRTest 318 0.0211318951 0.2352111079 0.0211421010 0.2355859499 0.446 0.551
