learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
TIPS-CFR  0.218926  0.134811  1.1592e-15  1  0.117989  2.79974e-16  -0.0245187  -1.77362e-16  0.075089  0.0732995  7.50887e-17  
CSPS-CFR  -0.00983964  0.0454204  2.70419e-17  1  -0.0775542  -7.71142e-16  3.67761e-16  -2.03625e-15  -0.0350579  -0.0104132  -1.70537e-15  
CFPS-CFR  0.0391605  0.255068  2.19066e-16  1  -0.0346371  1.52703e-16  -0.0300378  2.42199e-16  0.215255  0.188038  -1.82307e-16  
CFPS-CFR_EX+IN  0.0728698  -0.0320038  0.0321086  1  0.0375684  0.056384  -0.379956  0.0362707  1.11022e-16  -0.00456775  0.05842  
TIPS-CFR_EX+IN  0.122993  -0.0654782  0.00633161  1  0.0831855  0.0181336  -0.249787  0.00829865  0.0180168  1.66533e-16  0.0184929  
BEHAV-CFR  0.188754  0.170448  1.36623e-15  1  0.107498  9.734e-16  0.0261143  2.7987e-16  0.0589667  0.140287  -7.62119e-16  
BR  0.976912  0.976742  1  1  0.973124  1.02331  0.893804  1  0.961745  0.892326  1.00331  
t = 6
CFR  0  -0.0306167  0.135088  1  -0.045318  0.169087  0.154961  0.206225  -0.0328351  -0.0720878  0.169021  
CFR_EX+IN  0.0072098  3.16153e-16  0.104958  1  -0.043971  0.123799  0.0752422  0.16952  -0.0553372  -0.110453  0.137269  
CFR_IN  0.221481  0.545471  5.08274e-16  1  0.108765  0.00660766  -0.231029  -0.000378066  0.158761  0.0591768  0.0101271  
A-CFR_IN  0.284039  0.488231  0.953518  7.73453e-16  0.241326  0.89333  0.876635  0.94504  0.392788  -0.139461  0.890915  
BPS-CFR  0.0472332  -0.0186783  0.160669  1  0  0.196446  0.16149  0.236523  0.0115712  -0.0330536  0.195654  
TIPS-CFR  0.265847  0.193446  -0.0177047  1  0.164901  7.83228e-16  -0.120294  -0.0149627  0.0900536  0.00589798  -0.00176234  
CSPS-CFR  0.106005  0.101373  0.213771  1  0.0552901  0.222364  9.4369e-16  0.312489  -0.0490028  -0.0677915  0.229911  
CFPS-CFR  0.229067  0.554731  0.000299856  1  0.114074  0.00679015  -0.220318  4.21538e-16  0.184306  0.0808382  0.0106482  
CFPS-CFR_EX+IN  0.0729081  0.0151029  0.136346  1  0.0270478  0.157543  0.0689212  0.204928  1.94289e-16  -0.0537119  0.169848  
TIPS-CFR_EX+IN  0.20908  0.10342  0.0782741  1  0.147534  0.110515  0.259916  0.149599  0.0865361  1.73472e-16  0.128431  
BEHAV-CFR  0.270978  0.106936  -0.0131378  1  0.172694  0.00582717  0.107735  -0.00703503  0.0653362  0.152104  -2.72741e-05  
BR  0.892699  0.948841  1  1  0.892681  0.995931  1  0.999876  0.866055  0.875247  0.990404  
t = 7
CFR  6.93889e-18  0.0451581  0.272008  1  -0.0562487  0.155931  0.268377  0.280589  -0.0489442  -0.0092823  -0.257609  
CFR_EX+IN  -0.055963  3.36103e-18  0.266447  1  -0.110073  0.160377  0.27584  0.274143  -0.106974  -0.0311132  -0.268052  
