learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
TIPS-CFR_EX+IN  0.104524  0.19182  0.25959  0.202325  0.213645  0.433968  0.1  0.279772  0.211445  0.0994623  0.433802  
BEHAV-CFR  0.233483  0.233514  0.231546  0.201487  0.191753  0.187952  0.101069  0.0296613  0.247714  -0.0972197  0.188006  
BR  0.378004  0.484983  0.712247  0.216662  0.645279  0.569653  0.627903  0.404435  0.247714  0.337722  0.569278  
t = 15
CFR  0.0199844  0.135428  0.232077  0.199998  0.168134  0.20225  0.180111  0.19986  0.0542039  0.1  0.2021  
CFR_EX+IN  0.0555119  0.144623  0.217889  0.200163  0.157414  0.201424  0.195982  0.212946  0.0756986  0.1  0.201537  
CFR_IN  0.135818  0.151821  0.176777  0.201452  0.0874263  0.194787  0.0982224  0.183862  0.133052  0.00446134  0.194336  
A-CFR_IN  0.177146  0.109386  0.224416  0.1  0.177274  0.0748774  0.172774  0.177264  -0.108588  -0.0830839  0.075334  
BPS-CFR  0.0266794  0.163992  0.246727  0.20052  0.166416  0.237725  0.175626  0.229145  0.0557591  0.1  0.23749  
TIPS-CFR  0.0778724  0.152833  0.34825  0.202882  0.195248  0.218146  0.162002  0.323956  0.191412  0.0155867  0.218014  
CSPS-CFR  0.118637  0.149039  0.371163  0.203564  0.0785481  0.187409  0.101511  0.32976  0.191412  0.1  0.189137  
CFPS-CFR  0.135818  0.127585  0.194764  0.201668  0.0847258  0.204918  0.0982232  0.197308  0.126605  -0.00618786  0.204764  
CFPS-CFR_EX+IN  0.0521321  0.169302  0.233699  0.20113  0.160086  0.236359  0.182908  0.247675  0.0817176  0.1  0.23641  
TIPS-CFR_EX+IN  0.0641046  0.207337  0.254754  0.203468  0.123013  0.382399  0.110053  0.340284  0.191412  0.1  0.381017  
BEHAV-CFR  0.0795755  0.141193  0.348234  0.202882  0.200209  0.218128  0.161637  0.323876  0.191412  0.015573  0.218028  
BR  0.297809  0.394084  0.795625  0.216662  0.389431  0.585425  0.626496  0.592232  0.259111  0.339202  0.584333  
t = 16
CFR  -0.025303  0.158064  0.154862  0.199998  0.132088  0.21302  -0.101464  0.241885  0.0325449  0.1  0.212675  
CFR_EX+IN  -0.0422995  0.177982  0.218298  0.200939  0.125106  0.215835  -0.109143  0.232093  0.0993025  0.1  0.215866  
CFR_IN  -0.0414873  0.181295  0.211402  0.202787  -0.00790773  0.19303  -0.269846  0.211961  0.1  0.0437129  0.193879  
A-CFR_IN  0.0292227  0.156002  -0.0256918  0.1  0.169048  0.115342  -0.114355  0.0729984  -0.198365  0.0496975  0.118117  
BPS-CFR  -0.0258934  0.19796  0.147826  0.201803  0.128855  0.253089  -0.0726289  0.295281  0.035023  0.1  0.252656  
TIPS-CFR  -0.0474702  0.256921  -0.119498  0.204036  0.109969  0.236892  -0.0741978  0.215675  0.1  0.0724402  0.23722  
CSPS-CFR  -0.0649807  0.259216  -0.126171  0.20462  0.0868509  0.244169  -0.0717009  0.245278  0.1  0.1  0.248383  
