learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
CFR_IN  1.54754  1.14324  0.54153  0.18406  0.911473  0.59132  0.426697  0.578547  0.608997  0.607099  0.539497  
A-CFR_IN  0.824876  0.853277  0.655008  0.244124  0.909628  0.634158  0.628937  0.643405  0.706832  0.388582  0.646555  
BPS-CFR  0.747853  0.36817  0.476997  0.193236  0.698193  0.8888  0.578055  0.352291  0.601981  0.642692  0.638898  
TIPS-CFR  0.937451  0.462342  0.581762  0.194765  0.498441  0.685973  0.696376  0.595349  0.543219  0.561725  0.531167  
CSPS-CFR  0.629669  0.69775  0.698925  0.207989  0.419684  0.587843  0.59686  0.55898  0.684578  0.74999  0.54208  
CFPS-CFR  1.46098  1.07541  0.546762  0.203756  0.862346  0.676947  0.629641  0.590496  0.507597  0.512399  0.532269  
CFPS-CFR_EX+IN  0.734439  0.667915  0.289678  0.17526  0.653392  0.221862  0.169944  0.372075  0.53189  0.569757  -0.125723  
TIPS-CFR_EX+IN  0.683125  0.631276  0.326561  0.218283  0.677453  0.304521  -0.192007  0.210212  0.642448  0.674869  0.0117544  
BEHAV-CFR  0.771686  0.566193  0.528902  0.209511  0.640979  0.6579  0.704628  0.573627  0.791716  0.834869  0.508621  
t = 8
CFR  0.498644  1.00353  0.741826  0.402781  1.20765  1.05316  0.855865  0.572285  0.690679  0.612753  0.867664  
CFR_EX+IN  0.13021  0.764318  0.391224  -0.305994  0.730953  0.447094  0.877706  0.389423  0.841718  0.856635  0.967661  
CFR_IN  1.79281  0.407277  0.664982  -0.13047  0.542873  0.74484  0.781777  0.757288  0.645559  0.664744  0.464976  
A-CFR_IN  0.714301  0.999414  1.17898  0.0820949  0.806779  0.931096  0.91599  0.987267  0.745474  0.36799  0.662536  
BPS-CFR  0.415634  0.667835  0.802357  0.0259939  0.733891  0.893306  0.876819  0.766744  0.6818  0.716637  0.899668  
TIPS-CFR  0.369187  0.259453  0.490341  0.317722  0.510889  0.61274  0.641971  0.467786  0.438029  0.323888  0.335478  
CSPS-CFR  0.23229  0.239338  0.451822  0.155943  0.283864  0.679956  0.715778  0.409528  0.215929  0.27481  0.661378  
CFPS-CFR  1.27227  0.620091  0.477874  0.314297  0.520491  0.608918  0.697909  0.501445  0.790845  0.20417  0.422438  
CFPS-CFR_EX+IN  0.588854  0.638934  0.210285  0.140997  0.785779  0.0584458  0.347838  -0.126841  0.680112  0.614125  0.434055  
TIPS-CFR_EX+IN  0.804913  0.732344  0.24402  0.267479  0.782848  0.358804  0.359379  0.292623  0.705861  0.72923  0.0533761  
BEHAV-CFR  0.284579  0.282813  0.677578  0.185067  0.389739  0.91446  0.820548  0.719384  0.458833  0.825481  0.512418  
t = 9
CFR  0.579006  0.240535  1.3662  -0.15249  0.947513  1.06441  0.831425  0.956736  0.925443  1.02174  1.03836  
CFR_EX+IN  1.01186  0.95221  0.511814  -0.19953  0.790593  0.701565  0.825173  0.602852  0.621349  0.828731  0.413423  
CFR_IN  0.430557  0.276085  0.485517  -0.142138  0.369131  0.50493  0.718387  0.431915  0.100971  0.113658  0.329123  
A-CFR_IN  0.93253  0.741045  1.01939  0.136666  0.642036  1.40152  0.857522  1.50514  0.794125  0.200692  0.814771  
BPS-CFR  0.601145  1.01404  1.04652  -0.0656903  0.725902  0.588775  0.893977  1.05206  0.830287  0.855316  0.816316  
TIPS-CFR  0.391092  0.0789059  0.912661  -0.126881  0.568852  0.512535  0.296588  0.512452  0.326081  0.173602  0.449725  
CSPS-CFR  0.269818  0.326643  0.588748  -0.00806448  0.16459  0.913682  0.828615  0.525786  0.364622  0.422341  0.894111  
CFPS-CFR  0.551267  0.183373  0.903156  -0.213684  0.325733  0.556895  0.607968  0.555851  0.307526  0.280082  0.431744  
CFPS-CFR_EX+IN  0.659012  0.99294  0.617098  -0.0388664  0.658971  0.367766  0.193206  0.28231  0.742578  0.981133  0.297108  
TIPS-CFR_EX+IN  0.129961  0.657626  0.661119  0.226764  0.263262  0.550571  0.18416  0.329644  0.221311  0.557041  0.258429  
BEHAV-CFR  0.117099  0.231105  0.967238  -0.00838293  0.468995  0.587943  0.249353  0.624678  0.820907  0.704344  0.543495  
t = 10
CFR  0.462206  -0.0549992  0.867581  -0.164306  0.302997  0.937767  0.505818  1.25034  0.900954  0.963642  0.935816  
CFR_EX+IN  1.24888  1.1018  0.610326  0.274381  0.198238  0.555359  0.897524  0.484061  0.524139  1.13076  0.355962  
CFR_IN  0.786094  0.0818415  0.642963  0.11586  0.229913  0.83456  0.511157  0.72364  0.0908728  0.191301  0.628686  
