learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
BPS-CFR  20.5833  20.6589  20.621  20.6131  20.5833  20.621  20.621  20.621  20.6589  20.6589  20.621  
TIPS-CFR  20.621  20.7251  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7251  20.7251  20.6587  
CSPS-CFR  20.621  20.7282  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7282  20.7282  20.6587  
CFPS-CFR  20.621  20.7282  20.6587  20.6505  20.621  20.6587  20.6587  20.6587  20.7282  20.7282  20.6587  
CFPS-CFR_EX+IN  20.6589  20.7668  20.7282  20.7202  20.6589  20.7251  20.7282  20.7282  20.7668  20.7669  20.7251  
TIPS-CFR_EX+IN  20.6589  20.7669  20.7282  20.7202  20.6589  20.7251  20.7282  20.7282  20.7669  20.7669  20.7251  
BEHAV-CFR  20.621  20.7251  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7251  20.7251  20.6587  
t = 16
CFR  20.5833  20.6819  20.621  20.6131  20.5833  20.621  20.621  20.621  20.6819  20.682  20.621  
CFR_EX+IN  20.6819  20.7976  20.7282  20.7202  20.6819  20.7281  20.7282  20.7282  20.7976  20.7976  20.7281  
CFR_IN  20.621  20.7282  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7282  20.7282  20.6587  
A-CFR_IN  20.6131  20.7202  20.6508  20.6429  20.6131  20.6508  20.6508  20.6505  20.7202  20.7202  20.6508  
BPS-CFR  20.5833  20.6819  20.621  20.6131  20.5833  20.621  20.621  20.621  20.6819  20.682  20.621  
TIPS-CFR  20.621  20.7281  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7281  20.7281  20.6587  
CSPS-CFR  20.621  20.7282  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7282  20.7282  20.6587  
CFPS-CFR  20.621  20.7282  20.6587  20.6505  20.621  20.6587  20.6587  20.6587  20.7282  20.7282  20.6587  
CFPS-CFR_EX+IN  20.6819  20.7976  20.7282  20.7202  20.6819  20.7281  20.7282  20.7282  20.7976  20.7976  20.7281  
TIPS-CFR_EX+IN  20.682  20.7976  20.7282  20.7202  20.682  20.7281  20.7282  20.7282  20.7976  20.7976  20.7281  
BEHAV-CFR  20.621  20.7281  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7281  20.7281  20.6587  
t = 17
CFR  20.5833  20.6905  20.621  20.6131  20.5833  20.621  20.621  20.621  20.6905  20.6905  20.621  
CFR_EX+IN  20.6905  20.7976  20.7282  20.7202  20.6905  20.7282  20.7282  20.7282  20.7976  20.7976  20.7282  
CFR_IN  20.621  20.7282  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7282  20.7282  20.6587  
A-CFR_IN  20.6131  20.7202  20.6508  20.6429  20.6131  20.6508  20.6508  20.6506  20.7202  20.7202  20.6508  
BPS-CFR  20.5833  20.6905  20.621  20.6131  20.5833  20.621  20.621  20.621  20.6905  20.6905  20.621  
TIPS-CFR  20.621  20.7282  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7282  20.7282  20.6587  
CSPS-CFR  20.621  20.7282  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7282  20.7282  20.6587  
CFPS-CFR  20.621  20.7282  20.6587  20.6506  20.621  20.6587  20.6587  20.6587  20.7282  20.7282  20.6587  
CFPS-CFR_EX+IN  20.6905  20.7976  20.7282  20.7202  20.6905  20.7282  20.7282  20.7282  20.7976  20.7976  20.7282  
TIPS-CFR_EX+IN  20.6905  20.7976  20.7282  20.7202  20.6905  20.7282  20.7282  20.7282  20.7976  20.7976  20.7282  
BEHAV-CFR  20.621  20.7282  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7282  20.7282  20.6587  
t = 18
CFR  20.5833  20.6905  20.621  20.6131  20.5833  20.621  20.621  20.621  20.6905  20.6905  20.621  
CFR_EX+IN  20.6905  20.7976  20.7282  20.7202  20.6905  20.7282  20.7282  20.7282  20.7976  20.7976  20.7282  
CFR_IN  20.621  20.7282  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7282  20.7282  20.6587  
A-CFR_IN  20.6131  20.7202  20.6508  20.6429  20.6131  20.6508  20.6508  20.6508  20.7202  20.7202  20.6508  
BPS-CFR  20.5833  20.6905  20.621  20.6131  20.5833  20.621  20.621  20.621  20.6905  20.6905  20.621  
TIPS-CFR  20.621  20.7282  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7282  20.7282  20.6587  
CSPS-CFR  20.621  20.7282  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7282  20.7282  20.6587  
CFPS-CFR  20.621  20.7282  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7282  20.7282  20.6587  
