learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
CFR  0  0.964097  0.451114  0.685728  0.999876  0.578161  1  0.575867  0.993882  0.204209  0.719961  
CFR_EX+IN  0.998037  0  0.88251  0.353543  0.993682  0.9923  0.779367  0.506298  0.963526  0.971609  0.446858  
CFR_IN  0.877832  0.762808  2.08167e-17  0.978245  0.712691  0.986383  0.903912  0.990937  0.846586  0.629353  0.998678  
A-CFR_IN  0.864582  0.187059  0.869972  -1.38778e-17  0.778779  0.88324  0.673152  0.753669  0.231048  0.156724  0.864291  
BPS-CFR  1  0.915605  0.728514  0.949042  -4.60786e-18  0.633792  1  0.616832  1  1  0.720379  
TIPS-CFR  0.682642  0.984993  0.563229  0.89723  0.505546  0  0.97376  0.404728  0.757109  0.513966  0.999687  
CSPS-CFR  0.95029  0.944267  0.918456  0.983831  0.956778  0.858991  2.08167e-17  0.913509  0.956239  0.941811  0.764753  
CFPS-CFR  1  0.876049  0.500754  0.89431  1  0.334178  0.978656  3.46945e-18  0.966221  0.912168  0.966697  
CFPS-CFR_EX+IN  0.864046  0.979562  0.793818  0.795452  0.93887  0.756404  1  0.610422  -2.08167e-17  0.90709  1  
TIPS-CFR_EX+IN  0.968382  0.981306  0.864601  0.374771  0.951106  0.76684  0.794772  0.839077  0.987706  -5.55112e-17  0.985216  
