learner/env  CFR  A-CFR  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  IPS-CFR  PI  greed_punisher  FP  
A-CFR  -0.0330095  -7.37257e-17  0.000757015  3.23743e-16  0.00813627  0.00440528  0.007452  0.474408  0.000556443  -0.0435751  
CFR_IN  -5.55112e-17  -0.0615373  1.45717e-16  -0.0340153  -0.0192046  -0.0207162  -0.0194304  0.464709  0.000578389  -0.0418779  
A-CFR_IN  -0.0330095  -6.50521e-17  0.000757015  2.22045e-16  0.00813627  0.00440528  0.007452  0.474408  0.000556443  -0.0435751  
BPS-CFR  -0.000149535  -0.00266903  2.77556e-16  -0.00485485  1.06685e-16  0.000620957  1.00113e-05  0.467787  0.000574233  -0.0363304  
TIPS-CFR  0.000478802  -0.00283705  2.77556e-16  -0.00470089  -0.000116748  1.73472e-16  1.249e-16  0.466918  0.000243437  -0.0367462  
IPS-CFR  0.000478802  -0.00283705  2.77556e-16  -0.00470089  -0.000116748  1.73472e-16  1.249e-16  0.466918  0.000243437  -0.0367462  
PI  0.152299  0.214365  0.162052  0.218342  0.174887  0.174407  0.178413  5.55112e-17  -0.361111  0.194444  
greed_punisher  -0.205519  0.0324999  -0.175948  -0.165373  -0.0291069  2.77556e-16  -0.022659  0.798611  1.38778e-17  -0.0277778  
FP  0.00570571  -0.108492  -0.0341548  -0.054262  -0.0505946  -0.0200378  -0.053373  0.243056  0.0416667  -4.62593e-17  
BR  0.163147  0.214365  0.162052  0.218342  0.174887  0.199002  0.178413  0.798611  0.409722  0.222222  
t = 36
CFR  -2.77556e-17  -0.0462858  1.38778e-16  -0.0277778  -0.0187125  -0.0256776  -0.0136026  0.419484  0.874307  -0.00219162  
A-CFR  -0.0183985  -4.62593e-17  0.00883953  3.23815e-16  0.00321499  0.00210023  0.0033797  0.424659  0.874332  -0.000600506  
CFR_IN  1.38778e-17  -0.0462858  1.31839e-16  -0.0277778  -0.0187125  -0.0256776  -0.0136026  0.419484  0.874307  -0.00219162  
A-CFR_IN  -0.0183985  -5.55112e-17  0.00883953  2.77556e-16  0.00321499  0.00210023  0.0033797  0.424659  0.874332  -0.000600506  
BPS-CFR  0.00520186  -5.55112e-17  0.00558035  -0.000858185  1.16226e-16  0.0012503  0.000185601  0.420608  0.874312  0.00736  
TIPS-CFR  0.00527759  -0.000126012  0.00582384  -0.000730403  -0.000148953  1.75785e-16  1.33574e-16  0.420909  0.874667  0.00677509  
IPS-CFR  0.00527759  -0.000126012  0.00582384  -0.000730403  -0.000148953  1.75785e-16  1.33574e-16  0.420909  0.874667  0.00677509  
PI  0.131553  0.222222  0.157952  0.222222  0.188197  0.215922  0.187021  2.77556e-17  -0.361111  0.222222  
greed_punisher  -0.186672  -0.0416667  -0.16857  -0.166667  -0.00342811  -0.180556  -0.00308936  0.986111  2.77556e-17  -0.0555556  
FP  -0.0314061  -0.0555556  -0.0447319  -0.0555556  -0.0618027  -0.0256776  -0.0629794  0.402778  0.701389  -4.62593e-17  
BR  0.162959  0.222222  0.157952  0.222222  0.188197  0.215922  0.187021  0.986111  0.986111  0.222222  
t = 37
CFR  -5.55112e-17  -0.0288916  2.84495e-16  -0.0277778  -0.0155244  -0.0277778  -0.0160891  0.304727  -0.00550892  0.0195539  
A-CFR  0.0166126  -4.62593e-17  0.0158291  3.23815e-16  0.00357555  3.23815e-16  0.00380542  0.304727  -0.00550892  0.0227605  
CFR_IN  3.46945e-17  -0.0288916  2.08167e-16  -0.0277778  -0.0155244  -0.0277778  -0.0160891  0.304727  -0.00550892  0.0195539  
A-CFR_IN  0.0166126  -5.55112e-17  0.0158291  2.77556e-16  0.00357555  2.77556e-16  0.00380542  0.304727  -0.00550892  0.0227605  
BPS-CFR  0.00977814  -5.55112e-17  0.012896  1.75785e-16  1.52656e-16  1.75785e-16  0.00028979  0.304727  -0.00550892  0.0278881  
TIPS-CFR  0.00972425  -5.55112e-17  0.0130238  1.75785e-16  -0.000232512  1.75785e-16  1.15793e-16  0.304727  -0.00550892  0.0268544  
IPS-CFR  0.00972425  -5.55112e-17  0.0130238  1.75785e-16  -0.000232512  1.75785e-16  1.15793e-16  0.304727  -0.00550892  0.0268544  
PI  0.159267  0.222222  0.154106  0.222222  0.182037  0.222222  0.180797  0  -0.361111  0.222222  
greed_punisher  -0.394641  -0.0972222  -0.160386  -0.166667  -0.00155828  -0.180556  -0.00122061  0.576389  1.38778e-17  -0.0555556  
FP  -0.0414263  -0.0555556  -0.0555556  -0.0277778  -0.0401857  -0.0277778  -0.0136479  0.333333  0.0416667  -4.62593e-17  
BR  0.159267  0.222222  0.154106  0.222222  0.182037  0.222222  0.180797  0.576389  0.409722  0.222222  
t = 38
CFR  -3.46945e-17  -0.0277778  2.77556e-16  -0.0235482  -0.0185065  -0.0252152  -0.0192178  0.14257  0.88424  0.0395054  
A-CFR  0.0242523  -4.62593e-17  0.0297991  3.23815e-16  0.00391459  0.0067121  0.00795557  0.14257  0.88427  0.0391804  
CFR_IN  4.85723e-17  -0.0277778  1.66533e-16  -0.0235482  -0.0185065  -0.0252152  -0.0192178  0.14257  0.88424  0.0395054  
A-CFR_IN  0.0242523  -5.55112e-17  0.0297991  2.77556e-16  0.00391459  0.0067121  0.00795557  0.14257  0.88427  0.0391804  
BPS-CFR  0.0149585  -5.55112e-17  0.0184806  1.75785e-16  1.73472e-16  0.000395724  0.000477774  0.14257  0.884245  0.0449421  
TIPS-CFR  0.0146615  -5.55112e-17  0.0186039  1.75785e-16  -0.000373573  1.57291e-16  1.73472e-16  0.14257  0.884682  0.0438386  
IPS-CFR  0.0146615  -5.55112e-17  0.0186039  1.75785e-16  -0.000373573  1.57291e-16  1.73472e-16  0.14257  0.884682  0.0438386  
PI  0.133937  0.222222  0.149236  0.222222  0.175938  0.22223  0.175227  1.38778e-17  -0.361111  0.222222  
greed_punisher  -0.34969  -0.0972222  -0.155308  -0.166667  2.77556e-16  -0.165895  2.77556e-16  0.409722  2.77556e-17  -0.0555556  
FP  -0.0569651  -0.0555556  -0.0174306  -0.0277778  -0.0185065  -0.0280756  -0.0192178  0.111111  0.701389  -4.62593e-17  
BR  0.16288  0.222222  0.149236  0.222222  0.194409  0.22223  0.196542  0.409722  0.986111  0.222222  
t = 39
CFR  2.08167e-17  -0.0224698  2.15106e-16  -0.0116205  -0.0226909  -0.0121792  -0.0235877  0.472297  -0.00644622  0.0555556  
A-CFR  0.0327086  -4.62593e-17  0.0260171  3.23815e-16  0.00997475  0.00412379  0.00905346  0.476996  -0.00644622  0.0550428  
CFR_IN  -5.55112e-17  -0.0224698  2.01228e-16  -0.0116205  -0.0226909  -0.0121792  -0.0235877  0.472297  -0.00644622  0.0555556  
A-CFR_IN  0.0327086  -5.55112e-17  0.0260171  2.77556e-16  0.00997475  0.00412379  0.00905346  0.476996  -0.00644622  0.0550428  
BPS-CFR  0.0226275  -5.55112e-17  0.0170355  1.75785e-16  1.75785e-16  0.000207864  0.0012171  0.473457  -0.00644622  0.0555556  
TIPS-CFR  0.0225781  -5.55112e-17  0.0169363  1.75785e-16  -0.000666028  1.20563e-16  4.64039e-17  0.472849  -0.00644622  0.0555556  
IPS-CFR  0.0225781  -5.55112e-17  0.0169363  1.75785e-16  -0.000666028  1.20563e-16  4.64039e-17  0.472849  -0.00644622  0.0555556  
PI  0.168297  0.222222  0.145206  0.222222  0.206962  0.222381  0.210237  5.55112e-17  -0.361111  0.222222  
greed_punisher  -0.297208  -0.0972222  -0.0895451  -0.166667  -0.180556  -0.148647  -0.169785  0.798611  1.38778e-17  -0.0555556  
FP  -0.0211231  -0.0555556  -0.00824763  2.77556e-16  -0.0226909  -0.00698567  -0.0279044  0.215278  0.0416667  -4.62593e-17  
BR  0.168297  0.222222  0.145206  0.222222  0.206962  0.222381  0.210237  0.798611  0.409722  0.222222  
t = 40
CFR  0  -0.0111782  3.26128e-16  -0.00250511  -0.027912  -0.0037715  -0.0276729  0.477794  0.895975  -3.46945e-17  
A-CFR  0.0385151  -4.62593e-17  0.0301085  3.23815e-16  0.00415919  0.00365406  0.00383907  0.47891  0.896014  -3.46945e-17  
CFR_IN  -3.46945e-17  -0.0111782  1.94289e-16  -0.00250511  -0.027912  -0.0037715  -0.0276729  0.477794  0.895975  -9.71445e-17  
A-CFR_IN  0.0385151  -5.55112e-17  0.0301085  2.77556e-16  0.00415919  0.00365406  0.00383907  0.47891  0.896014  -9.71445e-17  
BPS-CFR  0.0259519  -5.55112e-17  0.0202654  1.75785e-16  8.32667e-17  0.000178211  0.000204831  0.477161  0.895983  -9.71445e-17  
TIPS-CFR  0.0259938  -5.55112e-17  0.0200562  1.75785e-16  -0.000517904  1.19696e-16  1.01481e-16  0.476099  0.896552  -9.71445e-17  
IPS-CFR  0.0259938  -5.55112e-17  0.0200562  1.75785e-16  -0.000517904  1.19696e-16  1.01481e-16  0.476099  0.896552  -9.71445e-17  
PI  0.166778  0.222222  0.141667  0.222222  0.222367  0.222222  0.222222  2.77556e-17  -0.361111  0.25  
greed_punisher  -0.255194  -0.0972222  -0.0436665  -0.166667  -0.164797  -0.139182  -0.157635  0.986111  2.77556e-17  0.0833333  
FP  -0.0312428  -4.62593e-17  -0.0225378  2.77556e-16  -0.0338781  -0.0109938  -0.036946  0.444444  0.701389  -3.46945e-17  
BR  0.166778  0.222222  0.141667  0.222222  0.222367  0.222222  0.222222  0.986111  0.986111  0.333333  
t = 41
CFR  2.77556e-17  -0.00159405  1.00614e-16  3.23815e-16  -0.0278747  9.34743e-05  -0.0223047  0.301234  -0.00693508  -3.46945e-17  
A-CFR  0.0343572  -4.62593e-17  0.032629  3.23815e-16  0.00351811  0.00386476  0.00373537  0.301234  -0.00693508  -3.46945e-17  
CFR_IN  -1.21431e-16  -0.00159405  1.21431e-16  2.77556e-16  -0.0278747  9.34743e-05  -0.0223047  0.301234  -0.00693508  -9.71445e-17  
A-CFR_IN  0.0343572  -5.55112e-17  0.032629  2.77556e-16  0.00351811  0.00386476  0.00373537  0.301234  -0.00693508  -9.71445e-17  
BPS-CFR  0.0232944  -5.55112e-17  0.0254024  1.75785e-16  1.20563e-16  0.000182939  0.000183037  0.301234  -0.00693508  -9.71445e-17  
TIPS-CFR  0.0234129  -5.55112e-17  0.0250454  1.75785e-16  -0.000198796  1.45717e-16  1.19696e-16  0.301234  -0.00693508  -9.71445e-17  
IPS-CFR  0.0234129  -5.55112e-17  0.0250454  1.75785e-16  -0.000198796  1.45717e-16  1.19696e-16  0.301234  -0.00693508  -9.71445e-17  
PI  0.180483  0.222222  0.143627  0.222222  0.222222  0.227105  0.222222  0  -0.361111  0.333333  
greed_punisher  -0.173922  -0.0972222  -0.0120326  -0.166667  -0.140653  -0.11616  -0.135201  0.576389  1.38778e-17  -0.0416667  
FP  -0.0195666  -4.62593e-17  -0.029439  2.77556e-16  -0.0381834  -0.0165404  -0.0403642  0.368056  0.0416667  -3.46945e-17  
BR  0.191588  0.222222  0.143873  0.222222  0.222222  0.230768  0.222222  0.576389  0.409722  0.333333  
t = 42
CFR  -3.98986e-17  -4.62593e-17  1.19696e-16  3.23815e-16  -0.0141275  0.000108616  -0.011049  0.134756  0.909913  0.0051136  
A-CFR  0.0339678  -4.62593e-17  0.0338659  3.23815e-16  0.00362191  0.00473861  0.00425719  0.134756  0.909913  0.0051136  
CFR_IN  -2.08167e-17  -5.55112e-17  1.16226e-16  2.77556e-16  -0.0141275  0.000108616  -0.011049  0.134756  0.909913  0.0051136  
A-CFR_IN  0.0339678  -5.55112e-17  0.0338659  2.77556e-16  0.00362191  0.00473861  0.00425719  0.134756  0.909913  0.0051136  
BPS-CFR  0.0239029  -5.55112e-17  0.0261402  1.75785e-16  1.09288e-16  0.000212795  0.000192027  0.134756  0.909913  0.0051136  
TIPS-CFR  0.0236934  -5.55112e-17  0.0254676  1.75785e-16  -0.000182209  7.28584e-17  9.02056e-17  0.134756  0.909913  0.0051136  
IPS-CFR  0.0236934  -5.55112e-17  0.0254676  1.75785e-16  -0.000182209  7.28584e-17  9.02056e-17  0.134756  0.909913  0.0051136  
PI  0.21538  0.222222  0.186049  0.222222  0.223437  0.250614  0.233843  1.38778e-17  -0.361111  0.333333  
greed_punisher  -0.175459  -0.0972222  0.0345685  -0.166667  -0.128834  -0.0858534  -0.0913133  0.409722  2.77556e-17  -0.0416667  
FP  -0.00190263  -4.62593e-17  -0.0198169  2.77556e-16  -0.0419996  0.00258101  -0.0214255  0.0763889  0.701389  -3.46945e-17  
BR  0.21538  0.222222  0.188425  0.222222  0.224348  0.250614  0.242559  0.409722  0.986111  0.333333  
t = 43
CFR  3.70052e-17  -4.62593e-17  2.08167e-16  3.23815e-16  -0.00619088  -1.01974e-06  -0.00141245  0.479127  -0.00694444  0.0762572  
A-CFR  0.0339875  -4.62593e-17  0.0367797  3.23815e-16  0.00433354  -4.96196e-05  0.00569701  0.479167  -0.00694444  0.0762572  
CFR_IN  -6.47608e-17  -5.55112e-17  1.249e-16  2.77556e-16  -0.00619088  -1.01974e-06  -0.00141245  0.479127  -0.00694444  0.0762572  
A-CFR_IN  0.0339875  -5.55112e-17  0.0367797  2.77556e-16  0.00433354  -4.96196e-05  0.00569701  0.479167  -0.00694444  0.0762572  
BPS-CFR  0.0233656  -5.55112e-17  0.027103  1.75785e-16  1.07553e-16  -2.00194e-06  0.000229998  0.478965  -0.00694444  0.0762572  
TIPS-CFR  0.0230243  -5.55112e-17  0.0258456  1.75785e-16  -0.000193917  7.63278e-17  1.07553e-16  0.477918  -0.00694444  0.0762572  
IPS-CFR  0.0230243  -5.55112e-17  0.0258456  1.75785e-16  -0.000193917  7.63278e-17  1.07553e-16  0.477918  -0.00694444  0.0762572  
PI  0.236502  0.222222  0.217002  0.222222  0.247479  0.207218  0.257429  5.55112e-17  -0.361111  0.333333  
greed_punisher  -0.133896  -0.0972222  0.046163  -0.166667  -0.0919299  -0.0585136  -0.0713323  0.798611  1.38778e-17  -0.0416667  
FP  -0.00962906  -4.62593e-17  -0.00300765  2.77556e-16  0.00393979  -0.0322261  -0.00102882  0.215278  0.0416667  -3.46945e-17  
BR  0.236502  0.222222  0.217002  0.222222  0.247479  0.221602  0.257429  0.798611  0.409722  0.333333  
t = 44
CFR  6.93889e-18  -0.00664838  1.38778e-16  3.23815e-16  -7.10192e-05  -0.000247013  -4.0768e-05  0.51685  0.913084  0.118407  
A-CFR  0.0303815  -6.50521e-17  0.026401  3.23815e-16  0.00378242  -0.0120014  -0.00131819  0.507311  0.913084  0.118407  
CFR_IN  -9.02056e-17  -0.00664838  1.31839e-16  2.77556e-16  -7.10192e-05  -0.000247013  -4.0768e-05  0.51685  0.913084  0.118407  
A-CFR_IN  0.0303815  -1.11022e-16  0.026401  2.77556e-16  0.00378242  -0.0120014  -0.00131819  0.507311  0.913084  0.118407  
BPS-CFR  0.0236845  -0.00645159  0.0248631  1.75785e-16  1.249e-16  -0.000484918  -8.00047e-05  0.51685  0.913084  0.118407  
TIPS-CFR  0.0236259  -0.00676978  0.0247968  1.75785e-16  -0.000145248  1.38778e-16  1.31839e-16  0.51685  0.913084  0.118407  
IPS-CFR  0.0236259  -0.00676978  0.0247968  1.75785e-16  -0.000145248  1.38778e-16  1.31839e-16  0.51685  0.913084  0.118407  
PI  0.218738  0.174834  0.197376  0.222222  0.239373  0.241975  0.198647  2.77556e-17  -0.361111  0.333333  
greed_punisher  -0.09074  -0.0938373  0.0890409  -0.166667  -0.0635822  -0.239252  -0.0446472  0.986111  2.77556e-17  -0.0416667  
FP  -0.0312213  -0.00676978  -0.0284277  2.77556e-16  -0.0138125  -0.00833678  0.0300565  0.444444  0.701389  -3.46945e-17  
BR  0.230584  0.222222  0.209396  0.222222  0.244721  0.241975  0.229887  0.986111  0.986111  0.333333  
t = 45
CFR  -1.38778e-17  -0.00402875  2.35922e-16  -0.00640102  0.000110617  -0.000207285  -0.000284481  0.29498  -0.00694444  0.0573658  
A-CFR  0.0307303  4.68375e-17  0.019703  1.66533e-16  -0.00422349  -0.0079667  -0.0125644  0.29498  -0.00694444  0.0573658  
CFR_IN  -9.71445e-17  -0.00402875  2.63678e-16  -0.00640102  0.000110617  -0.000207285  -0.000284481  0.29498  -0.00694444  0.0573658  
A-CFR_IN  0.0307303  -4.68375e-17  0.019703  1.76074e-16  -0.00422349  -0.0079667  -0.0125644  0.29498  -0.00694444  0.0573658  
BPS-CFR  0.0253863  -0.00392741  0.0221796  -0.00640102  1.17961e-16  -0.000405187  -0.000557676  0.29498  -0.00694444  0.0573658  
TIPS-CFR  0.0253525  -0.00414571  0.022692  -0.00640102  0.000225885  3.46945e-17  9.71445e-17  0.29498  -0.00694444  0.0573658  
IPS-CFR  0.0253525  -0.00414571  0.022692  -0.00640102  0.000225885  1.8735e-16  9.71445e-17  0.29498  -0.00694444  0.0573658  
PI  0.141035  0.222222  0.150032  0.222222  0.191606  0.234089  0.24741  0  -0.361111  0.194444  
greed_punisher  -0.0143913  -0.0944453  0.0189236  -0.150664  -0.071053  -0.175279  -0.248957  0.576389  1.38778e-17  0.166667  
FP  0.0095537  -0.0111077  0.00313276  -0.00640102  0.0179942  0.0590861  -0.0117315  0.368056  0.0416667  0  
BR  0.247399  0.222222  0.229538  0.222222  0.234597  0.234089  0.24741  0.576389  0.409722  0.305556  
t = 46
CFR  1.38778e-17  -0.00356006  2.35922e-16  -0.00410143  0.000226822  -0.000237808  -0.000209175  0.11696  0.913754  -0.0138889  
A-CFR  0.00813376  -6.93889e-18  0.00379513  2.41127e-16  -0.011964  -0.00904862  -0.00836328  0.11696  0.913754  -0.0138889  
CFR_IN  -1.38778e-17  -0.00356006  1.52656e-16  -0.00410143  0.000226822  -0.000237808  -0.000209175  0.11696  0.913754  -0.0138889  
A-CFR_IN  0.00813376  -7.11237e-17  0.00379513  2.68882e-16  -0.011964  -0.00904862  -0.00836328  0.11696  0.913754  -0.0138889  
BPS-CFR  0.025461  -0.00347336  0.0166137  -0.00397349  1.52656e-16  -0.000464688  -0.00040827  0.11696  0.913754  -0.0138889  
TIPS-CFR  0.026147  -0.00365443  0.0170554  -0.00423656  0.000464344  1.63064e-16  9.02056e-17  0.11696  0.913754  -0.0138889  
IPS-CFR  0.026147  -0.00365443  0.0170554  -0.00423656  0.000464344  1.63064e-16  9.02056e-17  0.11696  0.913754  -0.0138889  
PI  0.233355  0.222222  0.228271  0.222222  0.244033  0.22443  0.236807  1.38778e-17  -0.361111  0.388889  
greed_punisher  -0.198105  -0.0935942  -0.134604  -0.139485  -0.22521  -0.108513  -0.176958  0.409722  2.77556e-17  -0.0277778  
FP  0.0247095  -0.0145121  0.00456645  -0.0108728  -0.0218709  0.0250278  0.0611746  0.0381944  0.701389  1.38778e-16  
BR  0.233355  0.222222  0.228271  0.222222  0.244033  0.22443  0.236807  0.409722  0.986111  0.416667  
t = 47
CFR  4.16334e-17  -0.0026086  3.95517e-16  -0.00357388  0.000203138  1.98626e-16  -0.000264588  0.478286  -0.00694444  -0.00756106  
A-CFR  0.016774  2.34188e-17  0.00433066  2.41127e-16  -0.00760339  -0.0113613  -0.0091333  0.478286  -0.00694444  -0.00756106  
CFR_IN  -8.32667e-17  -0.0026086  1.59595e-16  -0.00357388  0.000203138  3.46945e-16  -0.000264588  0.478286  -0.00694444  -0.00756106  
A-CFR_IN  0.016774  -7.89299e-17  0.00433066  1.71738e-16  -0.00760339  -0.0113613  -0.0091333  0.478286  -0.00694444  -0.00756106  
BPS-CFR  0.0249403  -0.00254692  0.0123782  -0.00347852  1.45717e-16  2.54137e-16  -0.000516252  0.478286  -0.00694444  -0.00756106  
TIPS-CFR  0.0253595  -0.00267298  0.0128283  -0.00367416  0.000416735  2.54137e-16  1.83881e-16  0.478286  -0.00694444  -0.00756106  
IPS-CFR  0.0253595  -0.00267298  0.0128283  -0.00367416  0.000416735  2.54137e-16  1.83881e-16  0.478286  -0.00694444  -0.00756106  
PI  0.196554  0.20837  0.203216  0.222222  0.229296  0.228477  0.22639  5.55112e-17  -0.361111  0.416667  
greed_punisher  -0.0883518  -0.0822019  -0.00594315  -0.13088  -0.148409  -0.046174  -0.107659  0.798611  1.38778e-17  -0.0277778  
FP  0.0536606  -0.0199397  0.0545717  -0.0143145  0.0454089  -0.00625437  0.0250095  0.215278  0.0416667  1.38778e-16  
BR  0.196554  0.216851  0.203822  0.222222  0.229296  0.234731  0.22639  0.798611  0.409722  0.416667  
t = 48
CFR  -6.245e-17  0.00196283  2.58474e-16  -0.0026239  0.000314535  8.09357e-17  3.14563e-16  0.506004  0.914533  0.00815527  
A-CFR  0.0147343  -7.97973e-17  9.98773e-05  7.37257e-17  -0.010037  8.09357e-17  -0.00974107  0.503331  0.914533  0.000401386  
CFR_IN  -1.38778e-16  0.00196283  1.66533e-16  -0.0026239  0.000314535  2.35922e-16  2.40548e-16  0.506004  0.914533  0.00815527  
A-CFR_IN  0.0147343  -4.51028e-17  9.98773e-05  1.76074e-16  -0.010037  2.35922e-16  -0.00974107  0.503331  0.914533  0.000401386  
BPS-CFR  0.0230789  0.00191798  0.00982815  -0.00256193  1.35308e-16  2.26652e-16  2.35922e-16  0.506071  0.914533  0.000401386  
TIPS-CFR  0.0235065  0.00200853  0.0105466  -0.00268897  0.000646047  2.26652e-16  2.35922e-16  0.504941  0.914533  0.000401386  
IPS-CFR  0.0235065  0.00200853  0.0105466  -0.00268897  0.000646047  2.66009e-16  2.35922e-16  0.504941  0.914533  0.000401386  
PI  0.165532  0.178441  0.190438  0.208848  0.225058  0.251283  0.222222  2.77556e-17  -0.361111  0.416667  
greed_punisher  -0.0535961  -0.0663991  -0.0738488  -0.112457  -0.0910079  -0.112115  -0.0555556  0.986111  2.77556e-17  -0.0277778  
FP  0.0149642  0.0291199  0.0225212  -0.0192505  0.0170171  -0.0269269  2.7293e-16  0.444444  0.701389  1.38778e-16  
BR  0.165532  0.209513  0.193746  0.215436  0.225058  0.251283  0.222222  0.986111  0.986111  0.416667  
t = 49
CFR  -9.19403e-17  0.0074715  3.16876e-16  0.0020947  9.71445e-17  1.70003e-16  1.47451e-16  0.286282  -0.00694444  0.0454448  
A-CFR  0.0177349  7.63278e-17  0.00748315  2.22045e-16  9.71445e-17  1.70003e-16  1.47451e-16  0.25959  -0.00694444  0.024696  
CFR_IN  -1.47451e-16  0.0074715  2.05854e-16  0.0020947  1.80411e-16  2.39392e-16  1.47451e-16  0.286282  -0.00694444  0.0454448  
A-CFR_IN  0.0177349  1.66533e-16  0.00748315  1.38778e-16  1.80411e-16  2.39392e-16  1.47451e-16  0.25959  -0.00694444  0.024696  
BPS-CFR  0.0187948  0.00729562  0.00748315  0.00204939  2.45247e-16  1.83881e-16  2.08167e-16  0.286213  -0.00694444  0.0302069  
TIPS-CFR  0.0187948  0.00765357  0.00748315  0.00214222  2.45247e-16  1.83881e-16  2.08167e-16  0.28403  -0.00694444  0.0302567  
IPS-CFR  0.0187948  0.00765357  0.00748315  0.00214222  2.45247e-16  1.83881e-16  2.8276e-16  0.28403  -0.00694444  0.0302567  
PI  0.159601  0.22372  0.199773  0.181806  0.224328  0.249639  0.235376  0  -0.361111  0.416667  
greed_punisher  0.008154  -0.200724  -0.0982996  -0.110873  -0.0523976  -0.0923203  -0.0358253  0.576389  1.38778e-17  -0.0277778  
FP  0.0187948  0.0284501  0.00748315  0.0287705  -0.00210529  -0.0486488  -0.0131535  0.368056  0.0416667  1.38778e-16  
BR  0.165838  0.22372  0.199773  0.209163  0.226433  0.249639  0.248529  0.576389  0.409722  0.416667  
t = 50
CFR  -4.62412e-17  0.00779692  1.249e-16  0.00761039  -1.11022e-16  1.38778e-16  -7.37257e-17  0.111687  0.915468  0.0422821  
A-CFR  0.0114126  6.93889e-18  0.00415514  6.45317e-16  -1.11022e-16  1.38778e-16  -7.37257e-17  0.118823  0.915468  0.0294582  
CFR_IN  3.70255e-17  0.00779692  1.71196e-16  0.00761039  -1.38778e-17  2.28983e-16  7.89299e-17  0.111687  0.915468  0.0422821  
A-CFR_IN  0.0114126  -1.04083e-16  0.00415514  1.73472e-16  -1.38778e-17  2.28983e-16  7.89299e-17  0.118823  0.915468  0.0294582  
BPS-CFR  0.0114126  0.00760182  0.00415514  0.00743407  2.45247e-16  2.15106e-16  2.9577e-16  0.111687  0.915468  0.0379144  
TIPS-CFR  0.0114126  0.00801308  0.00415514  0.00779548  2.45247e-16  2.15106e-16  2.9577e-16  0.111687  0.915468  0.0378068  
IPS-CFR  0.0114126  0.00801308  0.00415514  0.00779548  2.45247e-16  2.15106e-16  2.9577e-16  0.111687  0.915468  0.0378068  
PI  0.18976  0.218209  0.210969  0.223109  0.24924  0.247414  0.261558  1.38778e-17  -0.361111  0.416667  
greed_punisher  -0.105327  -0.134886  -0.0895219  -0.190253  -0.115412  -0.0735913  -0.107928  0.409722  2.77556e-17  0.0833333  
FP  0.00786061  0.0167297  0.00294272  0.0274694  -0.0230374  0.007341  -0.0287673  0.0381944  0.701389  1.66533e-16  
BR  0.195088  0.218209  0.212182  0.223109  0.24924  0.256898  0.261558  0.409722  0.986111  0.444444  
t = 51
CFR  -8.67362e-18  0.00833631  1.59595e-16  0.00789472  0  1.94289e-16  8.32667e-17  0.469931  -0.00694444  -0.0157532  
A-CFR  0.00701821  1.60462e-17  1.59595e-16  1.38778e-16  0  1.94289e-16  8.32667e-17  0.527501  -0.00694444  -0.0318881  
CFR_IN  1.56125e-17  0.00833631  1.71738e-16  0.00789472  5.89806e-17  1.38778e-16  1.70003e-16  0.469931  -0.00694444  -0.0157532  
A-CFR_IN  0.00701821  4.77049e-18  1.71738e-16  1.8735e-16  5.89806e-17  1.38778e-16  1.70003e-16  0.527501  -0.00694444  -0.0318881  
BPS-CFR  0.00701821  0.00821704  2.27249e-16  0.00766903  2.35922e-16  2.22045e-16  2.04697e-16  0.469931  -0.00694444  -0.0210313  
TIPS-CFR  0.00701821  0.00833631  2.27249e-16  0.00813224  2.35922e-16  2.22045e-16  2.04697e-16  0.472951  -0.00694444  -0.0212001  
IPS-CFR  0.00701821  0.00833631  2.27249e-16  0.00813224  2.35922e-16  3.60822e-16  2.11636e-16  0.472951  -0.00694444  -0.0212001  
PI  0.23609  0.199675  0.254581  0.21488  0.248119  0.307816  0.25865  5.55112e-17  -0.361111  0.333333  
greed_punisher  -0.123309  -0.0520901  -0.142397  -0.13095  -0.0984282  -0.0802459  -0.0907827  0.798611  1.38778e-17  -0.0555556  
FP  -0.0104428  0.000500124  -0.0161795  0.0129777  -0.0474624  0.0339077  -0.0521323  0.0763889  0.0416667  4.16334e-17  
BR  0.23609  0.215828  0.254581  0.21488  0.248119  0.313859  0.25865  0.798611  0.409722  0.361111  
t = 52
CFR  -2.77556e-17  -0.0123787  1.97758e-16  0.0119397  0.00342354  1.38778e-16  -0.00931791  0.527894  0.916634  -0.0905339  
A-CFR  0.0034564  -1.73472e-17  1.97758e-16  -2.08167e-17  0.00342354  1.38778e-16  -0.00931791  0.532027  0.916634  -0.0905339  
CFR_IN  -3.81639e-17  -0.0123787  1.9082e-16  0.0119397  1.38778e-17  8.32667e-17  0.0096905  0.527894  0.916634  -0.0905339  
A-CFR_IN  0.0034564  -6.245e-17  1.9082e-16  4.16334e-17  1.38778e-17  8.32667e-17  0.0096905  0.532027  0.916634  -0.0905339  
BPS-CFR  0.0034564  -0.0123787  1.9082e-16  0.0119397  2.08167e-16  1.94289e-16  1.80411e-16  0.528213  0.916634  -0.0905339  
TIPS-CFR  0.0034564  -0.0123787  1.9082e-16  0.0119397  2.08167e-16  1.94289e-16  1.80411e-16  0.52741  0.916634  -0.0905339  
IPS-CFR  0.0034564  -0.0123787  1.9082e-16  0.0119397  1.38778e-16  1.66533e-16  1.59595e-16  0.52741  0.916634  -0.0905339  
