learner/env  CFR  A-CFR  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  IPS-CFR  PI  greed_punisher  FP  
BPS-CFR  -0.000322477  0.0179315  -0.000322477  0.0179315  8.32667e-17  -0.00279486  -0.00279486  0.208356  -0.0693365  0.0550907  
TIPS-CFR  0.00247239  0.0207264  0.00247239  0.0207264  0.00279486  1.52656e-16  1.52656e-16  0.209893  -0.0688717  0.0560358  
IPS-CFR  0.00247239  0.0207264  0.00247239  0.0207264  0.00279486  1.52656e-16  1.52656e-16  0.209893  -0.0688717  0.0560358  
PI  0.149849  0.157839  0.187056  0.194379  0.187324  0.186792  0.186792  -2.42861e-17  -0.298611  -6.93889e-18  
greed_punisher  -0.469853  -0.482321  -0.403688  -0.411971  -0.403997  -0.398251  -0.398251  0.53125  -3.00685e-17  -0.0694444  
FP  0.171437  0.181714  0.1651  0.176546  0.165368  0.164577  0.164577  0.0277778  -0.152778  -6.93889e-17  
BR  0.227551  0.222668  0.215309  0.212332  0.215206  0.215433  0.215433  0.53125  0.197917  0.166667  
t = 4
CFR  2.77556e-17  0.0360475  2.63678e-16  0.036031  0.000689826  -0.000907943  -0.000907943  0.316356  0.385723  0.0519326  
A-CFR  -0.0373286  -3.46945e-18  -0.0356203  3.1572e-16  -0.0349226  -0.0374036  -0.0374036  0.330504  0.384305  0.0517874  
CFR_IN  1.04083e-17  0.0360475  1.52656e-16  0.036031  0.000689826  -0.000907943  -0.000907943  0.316356  0.385723  0.0519326  
A-CFR_IN  -0.0373286  -4.51028e-17  -0.0356203  2.11636e-16  -0.0349226  -0.0374036  -0.0374036  0.330504  0.384305  0.0517874  
BPS-CFR  -0.000738292  0.0351548  -0.000689826  0.0351383  1.54973e-16  -0.00161439  -0.00161439  0.325407  0.385769  0.0592345  
TIPS-CFR  0.00138351  0.0368954  0.000993422  0.0368603  0.00167778  1.15793e-16  1.34007e-16  0.323997  0.384246  0.0595531  
IPS-CFR  0.00138351  0.0368954  0.000993422  0.0368603  0.00167778  9.71445e-17  1.15793e-16  0.323997  0.384246  0.0595531  
PI  0.168229  0.193243  0.15304  0.189251  0.153513  0.150449  0.150449  0  -0.493056  0.0694444  
greed_punisher  -0.363749  -0.448237  -0.496792  -0.574842  -0.496974  -0.491708  -0.491708  0.645833  0  -0.145833  
FP  0.0992788  0.15123  0.0851178  0.117248  0.0859925  0.0814386  0.0814386  0.222222  0.340278  -6.93889e-18  
BR  0.186588  0.205807  0.154299  0.189251  0.154772  0.153423  0.153423  0.645833  0.631944  0.166667  
t = 5
CFR  -5.0307e-17  0.0645481  9.36751e-17  0.0611795  0.000154138  -0.000587051  -0.000587051  0.173038  0.0528263  -9.25186e-18  
A-CFR  -0.0500755  8.67362e-18  -0.0490055  3.08781e-16  -0.048918  -0.0488066  -0.0488066  0.172198  0.0528654  0.0275837  
CFR_IN  -3.64292e-17  0.0645481  1.49186e-16  0.0611795  0.000154138  -0.000587051  -0.000587051  0.173038  0.0528263  -6.93889e-17  
A-CFR_IN  -0.0500755  -1.89085e-16  -0.0490055  2.35922e-16  -0.048918  -0.0488066  -0.0488066  0.172198  0.0528654  0.0275837  
BPS-CFR  -0.000247395  0.0641055  -0.000154224  0.0608983  1.2837e-16  -0.000735507  -0.000735507  0.172985  0.0528338  0.024333  
TIPS-CFR  0.000808988  0.0660153  0.000599571  0.0623488  0.000757535  1.97758e-16  1.94289e-16  0.173179  0.053224  0.0243407  
IPS-CFR  0.000808988  0.0660153  0.000599571  0.0623488  0.000757535  1.97758e-16  1.94289e-16  0.173179  0.053224  0.0243407  
PI  0.0631538  0.159983  0.0933315  0.146277  0.0945316  0.0912956  0.0912956  6.93889e-17  -0.461806  0.0833333  
greed_punisher  -0.264431  -0.402813  -0.313621  -0.430097  -0.315017  -0.309353  -0.309353  0.515625  4.16334e-17  -0.284722  
FP  -0.0323669  0.0643002  -0.0410217  0.0779373  -0.039521  -0.0441323  -0.0441323  0.270833  0.0902778  -9.25186e-18  
BR  0.136893  0.159983  0.127016  0.146277  0.126789  0.128123  0.128123  0.515625  0.458333  0.166667  
t = 6
CFR  5.55112e-17  0.02274  -1.11022e-16  0.0202542  0.0202969  -0.000316852  -0.000316852  0.0146074  0.463747  0.0170139  
A-CFR  -0.00571189  1.04083e-16  -0.00383542  -1.04083e-17  0.0125204  -0.00397405  -0.00397405  0.00022069  0.462073  0.0402778  
CFR_IN  8.32667e-17  0.02274  1.59595e-16  0.0202542  0.000349805  -0.000316852  -0.0201991  0.0146074  0.463747  0.0170139  
A-CFR_IN  -0.00571189  1.52656e-16  -0.00383542  8.67362e-17  -0.00742672  -0.00397405  -0.0238563  0.00022069  0.462073  0.0402778  
BPS-CFR  -0.00013539  0.0224838  -0.0199696  0.0200665  8.76035e-17  -0.000375497  -0.000375497  0.0104514  0.463424  0.0412237  
TIPS-CFR  0.000627102  0.0238162  -0.0195785  0.0210261  0.00106202  1.56125e-16  1.52656e-16  0.010282  0.462477  0.0414882  
IPS-CFR  0.000627102  0.0238162  -0.0195785  0.0210261  0.00106202  1.49186e-16  1.66533e-16  0.010282  0.462477  0.0414882  
PI  0.166667  0.0287189  0.166667  0.031657  0.125  0.166667  0.166667  -3.00685e-17  -0.517361  0.166667  
greed_punisher  -0.431881  -0.217612  -0.434946  -0.251394  -0.500463  -0.433394  -0.433394  0.197917  0  -0.430556  
FP  -0.0375754  -0.0106294  -0.0554831  -0.00077189  -0.0119155  -0.0569068  -0.0569068  0.0694444  0.465278  -9.25186e-18  
BR  0.166667  0.158386  0.166667  0.154732  0.125  0.166667  0.166667  0.197917  0.506944  0.166667  
t = 7
CFR  -3.1225e-17  -0.0145201  1.35308e-16  -0.0129166  -0.00489324  -0.0158098  0.00285052  0.285649  -0.0188261  -0.0272362  
A-CFR  0.0182143  5.37764e-17  0.0216667  1.30104e-16  -0.000455839  0.00597045  0.00255552  0.304178  -0.0188681  -0.0257235  
CFR_IN  1.2837e-16  -0.0145201  6.93889e-17  -0.0129166  -0.00489324  -0.0158098  0.00285052  0.285649  -0.0188261  -0.0272362  
A-CFR_IN  0.0182143  1.5786e-16  0.0216667  8.84709e-17  -0.000455839  0.00597045  0.00255552  0.304178  -0.0188681  -0.0257235  
BPS-CFR  0.0113475  -0.00504806  0.0158672  -0.00553066  1.59595e-16  0.000323759  0.00013987  0.289033  -0.0188341  -0.0209641  
TIPS-CFR  0.0109737  -0.0047069  0.0155313  -0.00527852  -0.000563371  1.2013e-16  6.76542e-17  0.288365  -0.0194224  -0.0196488  
IPS-CFR  0.0109737  -0.0047069  0.0155313  -0.00527852  -0.000563371  1.57426e-16  6.76542e-17  0.288365  -0.0194224  -0.0196488  
PI  0.166667  0.151026  0.166667  0.153466  0.133996  0.150857  0.10919  2.77556e-17  -0.375  0.0833333  
greed_punisher  -0.387021  -0.353099  -0.391408  -0.36349  -0.329412  -0.327296  -0.393147  0.625  1.9082e-17  -0.0972222  
FP  -0.0818931  -0.0720168  -0.0758893  -0.0689401  -0.0734597  -0.0884184  -0.0418083  0.180556  0.0277778  -9.25186e-17  
BR  0.166667  0.151026  0.166667  0.153466  0.161773  0.150857  0.10919  0.625  0.458333  0.25  
t = 8
CFR  0  -0.0377332  6.245e-17  -0.035357  -0.0256718  -0.0433707  -0.0222282  0.311652  0.653998  -0.0449365  
A-CFR  0.0487376  -6.93889e-18  0.0457546  1.2837e-16  0.00718454  0.00235926  0.00653646  0.32865  0.654305  -0.0564635  
CFR_IN  8.32667e-17  -0.0377332  1.11022e-16  -0.035357  -0.0256718  -0.0433707  -0.0222282  0.311652  0.653998  -0.0449365  
A-CFR_IN  0.0487376  7.63278e-17  0.0457546  9.36751e-17  0.00718454  0.00235926  0.00653646  0.32865  0.654305  -0.0564635  
BPS-CFR  0.0435537  -0.00463756  0.0436922  -0.00623714  1.47451e-16  0.000510869  0.00023831  0.317416  0.653726  -0.0464384  
TIPS-CFR  0.0437889  -0.00472803  0.0432117  -0.00657583  -0.00045888  1.94289e-16  1.94289e-16  0.317539  0.652741  -0.0444309  
IPS-CFR  0.0437889  -0.00472803  0.0432117  -0.00657583  -0.00045888  1.94289e-16  1.94289e-16  0.317539  0.652741  -0.0444309  
PI  0.166667  0.128934  0.166667  0.13131  0.140995  0.123296  0.0888829  0  -0.520833  0.305556  
greed_punisher  -0.39808  -0.278657  -0.369687  -0.249533  -0.273949  -0.195583  -0.226595  0.631944  -5.55112e-17  0.0833333  
FP  -0.0946972  -0.11374  -0.0405025  -0.104369  -0.101663  -0.0846038  -0.0997898  0.208333  0.6875  -4.16334e-17  
BR  0.166667  0.206948  0.166667  0.190786  0.140995  0.194999  0.144438  0.631944  0.902778  0.305556  
t = 9
CFR  -8.67362e-18  -0.0610717  1.94289e-16  -0.0543654  -0.0609041  -0.0597512  -0.0592145  0.191065  -0.124263  -0.0308418  
A-CFR  0.061941  1.38778e-17  0.0591084  -6.93889e-18  -0.00101577  -0.0010832  -0.000678149  0.184836  -0.1243  -0.0436703  
CFR_IN  -3.29597e-17  -0.0610717  2.08167e-16  -0.0543654  -0.0609041  -0.0597512  -0.0592145  0.191065  -0.124263  -0.0308418  
A-CFR_IN  0.061941  5.55112e-17  0.0591084  1.80411e-16  -0.00101577  -0.0010832  -0.000678149  0.184836  -0.1243  -0.0436703  
BPS-CFR  0.0624276  -0.00365987  0.0605948  0.00253907  1.38778e-16  0.000744851  0.000335866  0.185797  -0.12427  -0.0323289  
TIPS-CFR  0.0612335  -0.00523695  0.0599806  0.00264929  -0.000441752  1.52656e-16  2.70617e-16  0.185808  -0.124733  -0.0299771  
IPS-CFR  0.0612335  -0.00523695  0.0599806  0.00264929  -0.000441752  1.52656e-16  2.08167e-16  0.185808  -0.124733  -0.0299771  
PI  0.156774  0.239163  0.157193  0.219962  0.105763  0.233234  0.107452  1.38778e-16  -0.416667  0.277778  
greed_punisher  -0.332911  -0.189627  -0.30545  -0.162545  -0.106578  -0.0752699  -0.111335  0.559028  1.38778e-16  0.194444  
FP  -0.0654482  -0.101461  -0.0650291  -0.0925145  -0.114039  -0.125048  -0.113645  0.243056  -0.138889  -4.62593e-17  
BR  0.156774  0.239163  0.157193  0.219962  0.202611  0.233234  0.20112  0.559028  0.465278  0.333333  
t = 10
CFR  4.85723e-17  0.0643037  2.35922e-16  0.067417  -0.0693557  0.0133583  -0.0688936  0.117692  0.664357  0.0757445  
A-CFR  0.0617281  -1.38778e-17  0.0491344  2.22045e-16  0.00369005  2.22045e-16  0.00410962  0.104208  0.669959  0.0757445  
CFR_IN  -3.46945e-17  0.0643037  1.59595e-16  0.067417  -0.0693557  0.0133583  -0.0688936  0.117692  0.664357  0.0757445  
A-CFR_IN  0.0617281  -1.38778e-17  0.0491344  1.66533e-16  0.00369005  -8.32667e-17  0.00410962  0.104208  0.669959  0.0757445  
BPS-CFR  0.0617281  -0.00858285  0.0491344  -0.0040512  1.66533e-16  2.22045e-16  -5.44944e-06  0.114638  0.664443  0.0757445  
TIPS-CFR  0.0617281  -0.00967288  0.0491344  -0.00443198  2.99946e-05  2.498e-16  1.73472e-16  0.114589  0.663465  0.0757445  
IPS-CFR  0.0617281  -0.00967288  0.0491344  -0.00443198  2.99946e-05  2.498e-16  1.73472e-16  0.114589  0.663465  0.0757445  
PI  0.138711  0.119225  0.115752  0.118566  0.225296  0.0985304  0.22069  4.16334e-17  -0.569444  0.333333  
greed_punisher  -0.258879  0.0745025  -0.138627  0.113893  0.0198639  0.224793  0.0281465  0.458333  -5.55112e-17  0  
FP  -0.049383  0.131619  -0.101989  0.129774  -0.147412  0.108984  -0.147902  0.173611  0.6875  -4.62593e-17  
BR  0.171826  0.285587  0.20238  0.279429  0.274148  0.314718  0.273183  0.458333  0.902778  0.333333  
t = 11
CFR  -6.93889e-17  0.083772  3.19189e-16  0.0846105  -0.0480994  0.0439894  0.0253454  0.420058  -0.133374  1.66533e-16  
A-CFR  0.0555556  5.55112e-17  0.0277778  1.80411e-16  -0.0378984  -0.0113349  0.0219523  0.433554  -0.135138  1.66533e-16  
CFR_IN  -9.71445e-17  0.083772  2.01228e-16  0.0846105  -0.010201  0.0439894  -0.00623036  0.420058  -0.133374  8.32667e-17  
A-CFR_IN  0.0555556  -9.71445e-17  0.0277778  1.66533e-16  9.71445e-17  -0.0113349  -0.0096235  0.433554  -0.135138  8.32667e-17  
BPS-CFR  0.0555556  0.0285489  0.0277778  0.0348483  1.52656e-16  0.00217183  1.94289e-16  0.422372  -0.133087  8.32667e-17  
TIPS-CFR  0.0555556  0.0270742  0.0277778  0.0334087  1.52656e-16  2.08167e-16  1.94289e-16  0.422347  -0.132172  8.32667e-17  
IPS-CFR  0.0555556  0.0270742  0.0277778  0.0334087  1.52656e-16  9.71445e-17  2.22045e-16  0.422347  -0.132172  8.32667e-17  
PI  0.157756  0.176398  0.237196  0.228371  0.22558  0.245324  0.192812  2.08167e-17  -0.40625  0.0555556  
greed_punisher  -0.137582  -0.156585  0.00930112  -0.107766  0.0975584  0.0797168  0.143585  0.715278  4.16334e-17  0.222222  
FP  -0.0715866  0.103057  -0.106963  0.100669  0.0869527  0.0802225  0.107544  0.260417  -0.159722  1.66533e-16  
BR  0.157756  0.259794  0.237196  0.248747  0.303385  0.341458  0.33785  0.715278  0.375  0.444444  
t = 12
CFR  -7.63278e-17  -0.00783285  2.87097e-16  -0.00920969  0.0846853  -0.0307079  0.065101  0.435341  0.677456  0.0218038  
A-CFR  0.0402096  0  0.0277778  2.91434e-16  -0.015524  -0.0107213  -0.00733215  0.441848  0.671417  0.0859359  
CFR_IN  -9.71445e-17  -0.00783285  1.98626e-16  -0.00920969  0.0846853  -0.0307079  0.065101  0.435341  0.677456  0.0218038  
A-CFR_IN  0.0402096  -5.55112e-17  0.0277778  1.04083e-16  -0.015524  -0.0107213  -0.00733215  0.441848  0.671417  0.0859359  
BPS-CFR  0.0402096  0.0166929  0.0277778  0.016535  3.05311e-16  0.000717788  0.000232958  0.437534  0.677186  0.0425067  
TIPS-CFR  0.0402096  0.0158128  0.0277778  0.0160207  -0.000431425  1.34441e-16  2.22045e-16  0.437599  0.676468  0.0400651  
IPS-CFR  0.0402096  0.0158128  0.0277778  0.0160207  -0.000431425  7.89299e-17  2.498e-16  0.437599  0.676468  0.0400651  
PI  0.175531  0.150848  0.205283  0.154554  0.340179  0.275026  0.336456  0  -0.555556  0.444444  
greed_punisher  0.0123814  -0.116407  0.0494675  -0.00108221  0.0166912  0.0223551  0.0410992  0.506944  -5.55112e-17  -0.0833333  
FP  -0.0698967  0.0304338  -0.0608341  0.00667508  0.123365  0.0979396  0.121794  0.423611  0.618056  1.66533e-16  
BR  0.175531  0.206844  0.205283  0.249198  0.406317  0.320364  0.386751  0.506944  0.902778  0.444444  
t = 13
CFR  -4.16334e-17  -0.0263256  2.22045e-16  -0.0277778  -0.00451014  -0.0197994  -0.0229738  0.000765959  -0.137207  -0.0336055  
A-CFR  0.0277778  0  0.0277778  2.98372e-16  -0.019637  -0.000616831  -0.00696587  -0.00955188  -0.131343  -0.0716804  
CFR_IN  -4.16334e-17  -0.0263256  1.94289e-16  -0.0277778  -0.00451014  -0.0197994  -0.0229738  0.000765959  -0.137207  -0.0336055  
A-CFR_IN  0.0277778  -2.22045e-16  0.0277778  1.11022e-16  -0.019637  -0.000616831  -0.00696587  -0.00955188  -0.131343  -0.0716804  
BPS-CFR  0.0277778  0.00145221  0.00987214  1.59595e-16  1.73472e-16  -7.39249e-05  7.19746e-05  -0.00238829  -0.137213  -0.0608007  
TIPS-CFR  0.0277778  0.00145221  0.00987214  1.59595e-16  -0.000336955  1.45717e-16  2.25514e-16  -0.00249961  -0.136708  -0.0587185  
IPS-CFR  0.0277778  0.00145221  0.00987214  1.45717e-16  -0.000336955  1.45717e-16  2.25514e-16  -0.00249961  -0.136708  -0.0587185  
PI  0.195402  0.199205  0.0464679  0.307618  0.306111  0.298256  0.291692  -1.11022e-16  -0.4375  0.0347222  
greed_punisher  0.135059  -0.223222  0.18127  -0.282217  0.0282468  -0.171508  0.0429396  0.364583  4.16334e-17  0.111111  
FP  -0.0823758  0.0518429  0.13711  0.0478016  0.111666  0.0738347  0.0972477  -0.0416667  -0.166667  3.1225e-17  
BR  0.247127  0.265309  0.338193  0.307618  0.333802  0.341689  0.348495  0.364583  0.375  0.361111  
t = 14
CFR  -2.77556e-17  -0.0111354  3.05311e-16  -0.00856765  -0.0204105  -0.0018555  -0.0165406  0.0813081  0.635699  -0.0920287  
A-CFR  0.0277778  0  -0.0162371  5.55112e-17  0.0178366  0.00900121  0.0179865  0.0792225  0.623374  -0.110251  
CFR_IN  -2.77556e-17  -0.0111354  1.66533e-16  -0.00856765  -0.0204105  -0.0018555  -0.0165406  0.0813081  0.635699  -0.0920287  
A-CFR_IN  0.0277778  -1.38778e-16  -0.0162371  1.11022e-16  0.0178366  0.00900121  0.0179865  0.0792225  0.623374  -0.110251  
BPS-CFR  0.0277778  -6.93889e-17  -0.0162371  9.71445e-17  1.73472e-16  -0.00135484  2.15106e-16  0.0790383  0.634967  -0.0983656  
TIPS-CFR  0.0277778  -6.93889e-17  -0.0162371  9.71445e-17  1.73472e-16  1.66533e-16  2.15106e-16  0.0789237  0.63449  -0.096616  
IPS-CFR  0.0277778  -6.93889e-17  -0.0162371  9.71445e-17  1.73472e-16  1.66533e-16  2.15106e-16  0.0789237  0.63449  -0.096616  
PI  0.151674  0.283208  0.307589  0.283706  0.344026  0.310277  0.337299  1.9082e-17  -0.555556  0.4375  
greed_punisher  0.0845063  -0.125604  -0.13201  -0.179703  -0.258746  -0.239109  -0.243049  0.458333  6.41848e-17  5.55112e-17  
FP  0.0327754  0.0431846  0.156806  0.0433107  0.0719434  0.0324987  0.0674586  0.111111  0.548611  1.38778e-16  
BR  0.271309  0.283764  0.32226  0.283706  0.349721  0.310277  0.345236  0.458333  1.04167  0.583333  
t = 15
CFR  1.38778e-16  -1.38778e-17  1.94289e-16  4.44089e-16  0.00133688  4.05058e-16  0.00152728  0.554988  0.0166818  -0.0710366  
A-CFR  0.0112205  -1.38778e-17  -0.0285738  4.02456e-16  0.0335444  0.0272504  0.0308154  0.56509  0.0166661  -0.0581086  
CFR_IN  8.32667e-17  -1.94289e-16  1.73472e-16  1.11022e-16  0.00133688  -1.249e-16  0.00152728  0.554988  0.0166818  -0.0710366  
A-CFR_IN  0.0112205  -1.94289e-16  -0.0285738  1.11022e-16  0.0335444  0.0272504  0.0308154  0.56509  0.0166661  -0.0581086  
BPS-CFR  0.0112205  -1.94289e-16  -0.0117515  1.11022e-16  1.38778e-16  1.52656e-16  0.000563338  0.55885  0.0166788  -0.0644822  
TIPS-CFR  0.0112205  -1.94289e-16  -0.0126221  1.11022e-16  -0.00116707  1.52656e-16  6.93889e-17  0.558938  0.016503  -0.0673383  
IPS-CFR  0.0112205  -2.08167e-16  -0.0126221  1.80411e-16  -0.00116707  1.52656e-16  1.52656e-16  0.558938  0.016503  -0.0673383  
PI  0.339798  0.250691  0.224837  0.226768  0.318236  0.206063  0.310326  -5.55112e-17  -0.315972  0.472222  
greed_punisher  -0.174274  -0.0526269  -0.124836  -0.07127  -0.262611  -0.0859276  -0.254734  1.04167  -1.38778e-17  0.0763889  
FP  0.17865  -0.00694496  0.0789935  -0.00934265  0.0490367  -0.00111397  0.0421922  0.479167  0.0138889  -2.77556e-17  
BR  0.345317  0.258327  0.282043  0.248317  0.326279  0.206063  0.319645  1.04167  0.375  0.486111  
t = 16
CFR  -1.38778e-17  1.38778e-17  2.31586e-16  1.66533e-16  0.0354618  0.0227242  0.0119291  0.517554  0.66519  -0.143862  
A-CFR  -0.0890848  1.38778e-17  0.0204171  1.66533e-16  0.0188221  0.0173762  -0.00335544  0.523236  0.644227  -0.116728  
CFR_IN  -4.16334e-17  1.38778e-17  3.72966e-17  1.45717e-16  0.0297737  0.0227242  0.0340303  0.517554  0.66519  -0.143862  
A-CFR_IN  -0.0890848  1.38778e-17  0.0204171  1.11022e-16  0.0131341  0.0173762  0.0187458  0.523236  0.644227  -0.116728  
BPS-CFR  -0.0890848  1.38778e-17  0.0216524  6.245e-17  1.66533e-16  0.000154497  6.90956e-05  0.519499  0.66353  -0.121952  
TIPS-CFR  -0.0890848  1.38778e-17  0.0218324  6.245e-17  -0.000176355  2.08167e-16  9.71445e-17  0.519557  0.663912  -0.121047  
IPS-CFR  -0.0890848  -2.25514e-17  0.0218324  4.16334e-17  -0.000176355  2.08167e-16  8.32667e-17  0.519557  0.663912  -0.121047  
PI  0.217405  0.181036  0.312441  0.169748  0.310552  0.183948  0.281785  -5.55112e-17  -0.361111  0.166667  
greed_punisher  -0.0190158  -0.0369926  -0.316336  -0.0541054  -0.129556  -0.0277561  -0.106889  0.902778  2.77556e-17  0.131944  
FP  0.106123  0.051042  0.0797002  0.0364449  0.0432964  0.0510135  0.0145264  0.534722  0.652778  3.46945e-17  
BR  0.294804  0.183293  0.31448  0.182785  0.310552  0.209859  0.281785  0.902778  0.986111  0.402778  
t = 17
CFR  3.72966e-17  -1.38778e-17  3.26128e-16  1.52656e-16  0.0772944  0.0550679  0.0790693  0.068937  0.0443317  -0.150216  
A-CFR  -0.0451875  -1.38778e-17  -0.00480726  1.52656e-16  -0.00249729  0.00305065  0.0034105  0.0600742  0.0443166  -0.131416  
CFR_IN  -5.55112e-17  -1.38778e-16  2.01228e-16  2.08167e-16  0.0776666  0.0550679  0.0711597  0.068937  0.0443317  -0.150216  
A-CFR_IN  -0.0451875  -1.38778e-16  -0.00480726  1.80411e-16  -0.00212517  0.00305065  -0.00449914  0.0600742  0.0443166  -0.131416  
BPS-CFR  -0.0331588  -1.38778e-16  -0.000432308  3.05311e-16  2.08167e-17  0.000292268  0.000495685  0.0661036  0.0443289  -0.131416  
TIPS-CFR  -0.0338101  -1.38778e-16  0.00111024  3.05311e-16  -0.000537983  2.01228e-16  1.52656e-16  0.0660081  0.0441506  -0.131416  
