learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
A-CFR_IN  0.36415  -0.12114  0.337807  1.03633e-05  -0.246435  0.0272326  -0.117093  0.116104  0.131802  0.227142  -0.297589  
BPS-CFR  0.0456932  -0.0631353  0.0667229  0.818893  0  0.475719  -0.171301  0.017436  -0.0681559  -0.130132  0.248902  
TIPS-CFR  0.925744  0.677565  0.403182  0.601973  0.795828  5.13478e-16  0.277391  0.244231  0.550713  0.235867  0.0301413  
CSPS-CFR  0.875186  0.790255  0.244491  0.677664  0.827441  0.549967  2.498e-16  0.109406  0.590707  0.225843  0.235914  
CFPS-CFR  0.769571  0.777989  0.291061  0.836791  0.836921  -0.141105  0.363211  0.000998038  0.683345  0.308502  -0.176991  
CFPS-CFR_EX+IN  0.0779139  -0.0212243  0.045443  0.832479  0.0379961  0.2604  -0.0740682  0.0326271  0  -0.038544  0.246334  
TIPS-CFR_EX+IN  0.325458  0.716819  0.0644547  0.841868  0.368367  0.36424  -0.135431  0.0801961  0.310094  9.02056e-17  0.287659  
BEHAV-CFR  0.926078  0.78611  0.484187  0.624325  0.72126  0.0439019  0.296002  0.169319  0.567917  0.245548  0  
BR  0.946318  1  0.928006  1  0.875604  0.936226  0.948554  0.713438  0.868273  0.523745  0.814142  
t = 13
CFR  0  -0.201539  0.0367413  0.6427  0.0422982  0.365888  -0.0219139  0.16911  -0.0528552  -0.12618  0.266457  
CFR_EX+IN  -7.75783e-16  -1.38778e-17  0.044035  0.697658  0.0586377  0.419731  -0.0542863  0.218134  -0.0178107  -0.0632509  0.274686  
CFR_IN  0.897958  0.676174  1.94289e-16  0.672166  0.836921  -0.197567  0.234632  0.372615  0.26082  -0.011702  -0.258574  
A-CFR_IN  0.763183  0.131559  0.544173  -1.25658e-06  0.0526067  -0.2252  -0.0105783  0.0571077  0.368464  0.189371  -0.122207  
BPS-CFR  -0.0257007  -0.051121  0.276552  0.60049  0  0.381163  -0.000142656  0.0610821  0.00108878  -0.0967741  0.335942  
TIPS-CFR  0.993255  0.602991  0.645777  0.25397  0.850245  -3.09722e-09  0.306314  0.446578  0.214248  0.187793  0.0478205  
CSPS-CFR  1  0.623736  0.546333  0.631774  0.840703  0.155325  -2.08167e-15  -0.0967806  0.348532  0.231737  0.399439  
CFPS-CFR  0.844082  0.687664  0.245249  0.650994  0.836921  0.282439  0.62976  -7.92422e-15  0.263096  0.186942  -0.245925  
CFPS-CFR_EX+IN  0.0445993  0.0841179  0.210514  0.667279  0.0382412  0.426693  -0.0223784  0.0362919  6.93889e-18  -0.0396714  0.366974  
TIPS-CFR_EX+IN  0.499404  0.591778  0.448186  0.635619  0.539507  0.500229  0.0651251  0.00851907  0.265014  1.56125e-16  0.38024  
BEHAV-CFR  0.993904  0.44914  0.550784  0.322376  0.836921  0.233939  0.304466  0.372469  0.315768  0.179698  1.28185e-05  
BR  1  0.864306  1  1  0.875604  0.915026  0.7836  0.757092  0.993252  0.625568  0.894399  
t = 14
CFR  0  -0.233131  0.118834  0.112591  0  0.422155  -0.0867421  0.227134  0.044409  -0.102785  -0.0287002  
CFR_EX+IN  0.336893  0  0.108094  0.349445  0.174735  0.487889  0.0029989  0.227162  0.00243495  -0.0898091  -0.0377088  
CFR_IN  0.913309  0.384584  2.77556e-17  0.378294  0.836921  0.0249051  0.460856  0.0528564  -0.126213  -0.172427  -0.209354  
A-CFR_IN  0.792849  0.119089  0.234877  1.66533e-16  0.194685  0.282999  -0.266942  -0.103259  0.218838  -0.00789835  0.298521  
BPS-CFR  0.269765  -0.0367471  0.170628  0.143401  0  0.243748  -0.120869  0.177451  0.0546887  -0.158895  -0.122304  
TIPS-CFR  0.99385  0.409138  0.418678  0.372448  0.856263  8.88178e-16  -0.163418  0.026645  0.0944479  0.265445  -0.139747  
CSPS-CFR  1  0.443929  0.490396  0.380366  0.840105  0.494533  -1.03409e-12  -0.0869539  0.100643  0.354011  0.106512  
CFPS-CFR  0.900283  0.429424  0.307891  0.329955  0.836921  0.11677  0.468579  0  -0.0900753  0.151107  -0.153865  
CFPS-CFR_EX+IN  0.424489  0.0633647  0.16875  0.385698  0.146455  0.348937  0.00185005  0.151721  2.08167e-17  -0.0686739  -0.0441613  
TIPS-CFR_EX+IN  0.849745  0.412404  0.233881  0.434625  0.747336  0.454439  -0.170409  0.0990639  0.289063  5.55112e-17  0.278623  
BEHAV-CFR  0.994165  0.450013  0.543014  0.240233  0.836921  0.37548  -0.169765  0.00377375  0.165027  0.311461  2.22045e-16  
